,age,body_type,diet,drinks,drugs,education,essay0,essay1,essay2,essay3,essay4,essay5,essay6,essay7,essay8,essay9,ethnicity,height,income,job,last_online,location,offspring,orientation,pets,religion,sex,sign,smokes,speaks,status
145,42,overweight,strictly anything,often,sometimes,working space camp,42 year old divorced father two boy 12 10 blue eye hair men call brown woman call blonde honestly stand lose pound think carry well intelligent motivated confident funny interested everything sun relationship poly married guy saying interested meeting dating people understanding despite chromosome actually mostly looking casual stuff building relationship someone re interested spending little time know love meet understand probably go date tomorrow night online phase relationship love chat im requirement mean love writing long email every topic sun generally phone talker bit honesty according okc data blog okcupid index php biggest lie online dating people lie lot profile didn re comparing listing 10 billionaire trialthelete want start family next week,professionally co founder head geek 100 person financial service firm well honestly pretty boring stuff technical challenge interesting hobby include included riding motorcycle woodworking target shooting charitable director video game reading walking cooking writing blog astronomy skepticism cooking involved gun right charity work doesn make redneck find inherently offensive guy feel compelled add socially liberal two political cause ve donated gun right bare minimum ok combination political opinion share combination ll probably along well,anything technical fixing thing making thing making people laugh figuring done making sure get done procrastinating thing don actually done yet think top quintile improvisation stress single thing better anyone know debugging known outside computer scientific method mediocre worse public school system went taught early learn thing served quite well really good cook,smile think talk will often hear self deprecating sense humor rarely say anything completely serious,book love novel complex plot nothing closing book spending two hour trying figure happened loved instance infinite jest non fiction love science history especially unfortunately charitable work work work father work dating often eat time reading nothing recently read neal stephenson reamde found fun challenging read movie don watch many usually busy something favorite movie tend complex plot interesting character music intellectually jazz classical will often listen tend prefer popular music especially anything lot energy know classic rock song youth spent south don accent keep modern music almost anything except country food wise love cook favorite dish spicy stir fry wok grilled anything homemade pizza sort french food past year ve perfected roasting thing,going avoid cop mentioning family friend child girlfriend air water etc etc etc six obviously top list garlic told garlic allergy end internet imagine managed life without back bad old day know 1992 yes ve online long time beer really enjoy sitting sun warm day drinking beer people don care alone people online talking seems good enough hot tub ve wanted one forever finally got sitting exactly awesome figured career fascinates consider incredibly lucky thing fell love wanted time work computer actually useful career,world work science fascinates politics fascinate complicated system interact evolve tend lot position outside mainstream think think critically thing sure folk say contrary,typical kid night cooking nice dinner girlfriend maybe going playing catch star typical non kid night varies lot often work charity commitment free look hanging girlfriend home cooking reading maybe playing video game definitely getting hot tub going girlfriend either without friend going date usually okc,caused cert advisory said arrogant seems,re 99 match willing listen re le re 99 match ll requirement question well thought seriously side coin re le 92 probably won want date re le 85 probably won much find amusing okc keep breathlessly emailing woman exceptionally good match cross street saw coming,white,68,150000,executive management,2012 06 29 23 39,san carlos california,kid,straight,like dog like cat,atheism serious,,gemini doesn rsquo matter,,english fluently lisp poorly,available
164,43,curvy,strictly anything,socially,sometimes,graduated college university,living san francisco 2003 spent 20 aspen learning finer point skiing martini lived sydney australia portland oregon well don stay one place long discovered festival desert year ago want continue every year love travel discover type new interesting food starting put wheel motion ma open anything spent april june colombia equador peru spent end 2011 costa rica nicaragua found great surfer social surprising daring,trying decide next move traveling past year now time start actually planning amazing year reflection discovery,getting people open befriending dog street talking tree flower,opinion,always tom robbins fan classic girl well thoreau hemmingway woolf confessed deadhead love dance music indie band stand jazz love movie make think really action movie goer tron exception food passion anything hole wall pho star hour meal love cook especially soup stew finally got go french laundry,great sleep tree food friend snow sunset dog,weekend,meeting someone somewhere something,try remember say thank everyday way another,passport love cheap indian food,white,65,,rather say,2012 06 27 02 36,san francisco california,doesn rsquo want kid,bisexual,like dog like cat,agnosticism serious,,gemini rsquo fun think,,english fluently spanish okay,single
167,31,average,mostly anything,socially,often,graduated high school,love kitten,love work kitten,touching cat amp lurking hard life internet hustler,picture ve uploaded,dynamic site strange hard feel person something ve typed month earlier probably completely different mindset trying one initiate something somebody real gauge intimidating frustrating wonder guy say hey hi send message way easier swallow zero response girl hey hi witty opener took twenty minute write hey equivalent poke site take compliment mean want fuuuc musical interest oh know love everything kind music ranging dubstep death metal mainly dubstep death metal dubstep death metal book perfume patrick sskind movie bladerunner ridley scott television game throne hbo food food,computer internet several close friend dinner marijuana penis sarcasm,cat,either home watching married child party actually spend great deal time working music computer working photoshopping cat head onto people head see number,will judge mercilessly spelling error,see little squiggly red line pesky misspelled word good right click bitch ctrl click mac boom fix shit,white,73,20000,,2012 06 24 21 12,vallejo california,doesn rsquo kid,straight,like dog like cat,agnosticism,,aries,,english,single
169,29,thin,mostly anything,socially,never,graduated college university,short list normal girl raised midwest read love gluten great family chose call sf home even mean people midwest assume lesbian far work go left consulting world work something passionate outgoing friend coworkers much timid approach dating coupled passion internet made worth trying ideal match don know don criterion along know consistently drawn reserved rooted secure type guy loudest guy room although good one hold surrounded opinionated outspoken interested thing outside work even passion something think hate fedora don self identify simple analogy hipster gym rat straddle many different line interested sarcasm dry sense humor kind funny nerdy quirk plus book,living romantic comedy minus guy learning lesson end work dream job fill hour miscellaneous,dancing ballet soul train,keep real wide variety friend walk life dabble every neighborhood try make decision open mind,lean forward type always hoping find new usually old music video film restaurant everything music interest fluctuates collection deep root reggae soul thing inconsistent picture love awkward humor mean big fan seinfeld curb sadly reality tv easy please movie unbeknownst holler screen don dare open door girl explains still nightmare favorite food sf wine burger pizza,dog mix tape beach nice kitchen champagne vhs,everything conscientious fault harsh self critic,dinner movie show none relaxing home,don know difference private embarrassing,re friend say re nice guy aren planning date online forever re plus funny fun goofy playful,white,67,,,2012 06 29 19 28,san francisco california,doesn rsquo kid,straight,dog,christianity serious,,virgo doesn rsquo matter,,english,single
175,28,average,mostly anything,often,never,graduated college university,wow summary whole self yikes ll give brief version grew small new england town desperate find big exciting city made bunch little movie friend ranging ridiculous pretty decent went film school boston plus stretch la graduated kept keeping writing short video project produced amp shot feature film premiered film festival ma thing went stale job market creative type great boston found opportunity last year haul as across country hit west coast never sf far love alive culture opportunity plus lot great place drink coffee morning absorb alcohol night work home mostly excuse house experience city maybe help,really enjoy filmmaking writing want find paid work field write stuff ignoring fact probably live la currently making living copywriter still want make best movie made way working,pointing plot hole mending cowboy boot coming fourth bar trivia will keep trying forever,better asking don notice often unless particularly snazzy,absolutely love 30 rock arrested development seinfeld mad men breaking bad classic favorite inlcude quantum leap macgyver movie give three hour make list taste back future mr smith go washington cool hand luke sin city batman begin apartment see username sunset blvd country old men anything coen bros actually rushmore true romance searcher unforgiven many many music big classic rock indie rock fan recently ve listening lot springsteen awesome enjoy arcade fire dr dog van halen plenty others,computer clint eastwood money sorry true romance adventure something look forward friend family music movie great art,awesome bruce springsteen future,writing watching movie going movie hanging friend house bar,motivated want ve never one night stand love travel always want never country lack money inability budget blame sometimes spend great deal time petting cat,re cool movie something awesome nobody movie maybe want caught mad men,white,68,30000,artistic musical writer,2012 06 23 16 16,alameda california,doesn rsquo kid might want,straight,dog cat,atheism serious,,leo rsquo fun think,trying quit,english,single
205,36,full figured,mostly anything,socially,sometimes,graduated two year college,outgoing believe chivalry dead looking looking love simple love simple sort figured work nothing warming feeling butterfly stomach affection woman looking best friend someone spend rest life project need apply perfect always improving better grown man take don need mommy looking someone take care kid keep looking take care looking hookup keep looking one night stand style will tell prove worthy,don know direction go moment option still figuring want grow part want disappear part want conquer world,beat internet love cook,fohawk tattoo awesomeness,dan brown boondock saint thai food,internet music mexican food kid friend cell phone,run world,anything prefer blunts beer pong car bomb,never truly satisfied partner satisfied,want meet coolest person met,white,69,80000,computer hardware software,2012 06 05 09 16,san francisco california,kid might want,straight,dog,,,cancer rsquo fun think,sometimes,english,single
252,24,fit,mostly anything,,never,working college university,23 year old guy bay area whole life love keep busy time looking meet people direction enjoy distraction life affiriming activity,college student finishing degree nursing fulfilling requirement go medical school work county hospital nurse assistant,picking whats going deeper level situation observant tend pick subtle,shaved head time eyebrow,book camus kafka anything introspective intense movie scorcese anything man show anything thats intense music broad anything food indian burrito sushi,running music friend art form food stimulation,make science philosophy pursuit,friend enjoying lovely geographical region offer,im john denver song,ve caught trying make sense world realize sense made nothing understood realize make free,white,71,20000,medicine health,2012 01 03 20 38,san francisco california,doesn rsquo want kid,straight,like dog like cat,agnosticism laughing,,pisces doesn rsquo matter,,english fluently spanish poorly tagalog poorly,single
299,22,curvy,mostly anything,socially,sometimes,working college university,really giggly stuff promise laughing laughing cuz make clothes design major promise brain video game cool enough gamer watching guy talk killing virtual stuff virtual weapon anything zelda first generation nigerian parent cool accent don sleep lot blame interwebs really sarcastic swear lot people love people think weird shit try really positive time ve made upset good job take lot suck writing instead actually writing detailed explanation list random fact cuz seems kinda cool maybe want impress,work school trying make something,inhaling burrito making cool stuff dancing making people laugh,hair maybe cracked peeling gold paint job eyeglass,harry potter everything plus whole mess book title ve long forgot haven leisurely read book age adaptation bronx tale eternal sunshine spotless mind good hair avenger harry potter everything pretty much 75 usa lineup legend korra true blood futurama united state tara walking dead course mf doom day whatever old school hip hoppityness pandora throw way listen pretty much everything excluding country burrito burrito burrito,internet phone vital organ rush peeling foil fresh burrito good people life adventure unknown,people damn rude,working partyin partyin yeah,um,plan buying burrito,black,63,20000,artistic musical writer,2012 06 25 13 24,oakland california,doesn rsquo kid might want,straight,like dog dislike cat,catholicism laughing,,leo rsquo fun think,,english fluently,single
311,28,average,strictly vegetarian,socially,never,graduated college university,headed europe soon won able much conversation mid july feel free touch anyway extroverted introvert idealistic realist independent organized born raised ethnic blue collar suburb san diego child single mother first generation college graduate cal poly slo spent one summer la sf liked moved san jose school never grew returned city bit ultimately ended berkeley happy ending exist east bay great feel home san diego better match lifestyle established career social circle wonderful share someone come,great gig transportation planner government agency headquartered san rafael value work life balance spend night weekend variety awesome thing awesome thing include limited exploring neighborhood dining hiking bicycling traveling going gym enjoying music music video lounging whatever come way often organize thing friend really appreciate impromptu happening,legendary navigational ability accidental punny humor,probably come across little serious relaxed humorous nature usually win,love music djed kcpr college diverse quirky taste life one big mix downtempo trip hop dream pop synthpop darker electronica jam punctuated meal sleep england scandinavia well represented music collection enjoy concert live performance looking forward seeing dead dance august recently watched tempest cal shake movie mulholland drive rocky horror picture show favorite beetlejuice beetlejuice beetlejuice speed soft spot heart surprisingly kind liked pola tv show archer arrested development battlestar galactica millennium twin peak whose line anyway often live mexican food enjoy salad indian food pizza cheese much long vegetarian,bus bike four beat per measure knew username handy,awesome youtube watch 906aoxuqtg,lately dancing ve frequenting dark shadow cat club square dancing marxist library let mix sometime soon,second ticket dead dance concert,yes prefer woman take initiative interested drug tattoo polyamory believe chemistry important anything written,hispanic latin white,73,,transportation,2012 06 30 01 52,berkeley california,doesn rsquo kid want,straight,like cat,agnosticism,,leo doesn rsquo matter,,english,single
316,22,average,mostly anything,rarely,never,graduated college university,hellllooooo seinfeld voice last job interview bos asked describe three word answered dependable friendly considerate three thing every guy want read girl dating site right hey got job ll let little secret three word best describe giggly athletic sassy sure well answer gone haha pretty normal chica stay active fairly intelligent solid sense humor mix self deprecation saids sarcasm slapstick name appreciation meaningful friendship relationship sense adventure spontaneity strong moral zest finding joy small thing life funny hop train smooth sailing don pull stop request soon might miss many transportation reference bad oh well bus rule boat drool don even started moving sidewalk best friend say one sweetest people will meet best way describe smart fun happy athletic loyal giggle lot love giant stanford fan even though went davis like country music grew bay shes ticklish like going friend dance drink isn overly crazy throw football better guy shes still girly girl heart ya wait wanna hear flaw re luck sharing mood shy around stranger stutter nervous sweaty palm monkey bar don along far trusting tend see good people picky eater slightly red tinted hair soul clumsy beyond belief yet athletically coordinated make zero sense know awkward genuine phobia talking phone texting ftw hey one care flaw right,let see recently graduated college living life working saving monayyy looking big girl geologist job bay area lead let know hanging friend working making coffee stranger goofy riding bike enjoying whatever come way update finally landed geologist dream job woooo one step closer adult haha,throw football better fact laughing smiling juggling soccer ball driving large vehicle tripping foot caring state capital quiz dare people watching opening door people texting helping people reach top shelf swearing using turn signal ticklish table tennis remembering face name,height freckle tripped foot smiling laughing small waist baby got back know usual,book gotsta library card goin college didn lend well leisurely reading sure love harry potter twilight romance novel though hahaha currently reading freakonomics pretty rad stuff movie forrest gump dumb dumber shawshank redemption legally blonde notebook die hard elf hangover 10 thing hate tv arrested development seinfeld friend dexter say yes dress ha modern fambam office 30 rock met mother tough love walking dead franchise music huge country music fan life right swear taylor swift song written ask pretty open type music though long screamo super depressing food picky eater beware trying branch though rock world ohhh yeahhhh,family friend driving conscience moral iphone sad haha laughter,heh even pretend cheesy sorry sum thought little box worried,heck know hopefully something surrounded happy people happy ll learn,soft spot guy look good baseball pant hat bonus point actually throw play catch think people answer question telling rub wrong way people say wouldn private anymore don want share private thing online mon people giving option much re willing share say human better giving answer least opinion lol,word tickle fancy bus stanford brian wilson earthquake sf giant laughing smiling giggling maine tall sport driving uc davis traveling freckle starbucks biking sarcasm goofball people watching yeah username confuses happy explain ya even better guess chose clue give best shot wanna talk quailman cool whateva oh gave four five star equivalent sending message chicken actually kind traditional believe guy make first move early know profile fairly lengthy kudos getting far realized don anything describes looking go looking real deal something geniune honest one night stand type girl looking someone promise respectful trusting relationship looking someone smart honest open respectful considerate playful fun funny loyal athletic spontaneous point importantly someone good friend much ask haha tall will give bonus point deal breaker re describe sure hope la la laaaaa,white,70,,science tech engineering,2012 06 30 06 19,walnut creek california,doesn rsquo kid might want,straight,like dog like cat,agnosticism laughing,,virgo rsquo fun think,,english fluently spanish okay,single
317,26,jacked,anything,socially,never,graduated space camp,born raised east bay graduated cal thrown pit corporate ladder glass ceiling forewarn work pretty long hour horrendous time balancing work load social amp personal life coworkers say mounting stress drive drink consider workaholic rather alcoholic spare time go gym walk dog keep active stay healthy fairly conscious diet shy away fast food restaurant enjoy long conversation close friend well night glamorous city used travel lot now ve decided slow thing little work improving maybe accomplishing personal goal pretty selectively friend let face life short time squandered meaningless relationship find hard emotionally attached anyone happen sometimes difficult let go,working way freedom,dozing executive meeting attend manager meeting every weekday 00am,look lot younger person sound phone,book win friend influence people habit highly effective people movie equilibrium gattaca matrix fist legend forgetting sarah marshall league kick as easy tv show don watch tv anymore music rap amp hip hop pop house rock classical etc food almost anything healthy course,close friend really realize important close friend recently glad close friend support especially rough time sleep need live without cellphone computer stay connected world checking cell phone every 10 minute yes cell phone great food car cause travel around lot locally hope better future,future general,fun friend working dining getting wasted one etc really depends,got arrested couple time long story,outgoing person love enjoy life meet new people,asian pacific islander,69,,executive management,2012 06 27 21 29,oakland california,doesn rsquo kid might want,straight,dog like cat,laughing,,aries,,english fluently chinese fluently spanish poorly,single
